8.89	1.2	8.084
9.16	9.1	8.717
9.44	21.1	9.647
9.71	21.7	9.769
9.98	30	10.43
10.25	38.9	11.143
10.52	45.4	11.678
10.8	46.5	11.845
11.07	56.8	12.646
11.34	69	13.58
11.61	76	14.15
11.88	90.3	15.241
12.16	104.2	16.294
12.43	129.3	18.131
12.7	148.8	19.586
12.97	169.4	21.108
13.24	200.4	23.358
13.52	220.3	24.841
13.79	250	27
14.06	272.1	28.627
14.33	296.3	30.411
14.6	300.7	30.799
14.88	308.1	36.557
15.15	300.2	36.064
15.42	298.9	36.023
15.69	285.7	35.149
15.96	277	34.59
16.24	259.308	33.0966
16.51	242.708	31.381
16.78	205.28	26.6576
17.05	169.158	22.0117
17.32	133.878	17.5653
17.6	104.877	14.015
17.87	82.18	11.2021
18.14	64.612	9.05264
18.41	55.562	7.96614
18.68	45.954	6.83238
18.96	37.64	5.7908
19.23	32.319	5.27193
19.5	31.23	5.0445
19.77	26.197	4.54359
20.04	25.823	4.52761
20.32	20.992	4.03744
20.59	18.075	3.68025
20.86	18.48	3.7176
21.13	15.87	3.5439
21.4	13.65	3.2333
21.68	13.818	3.25346
21.95	10.985	2.89835
22.22	10.53	2.873
22.49	10.686	2.89172
22.76	8.28	1.9368
23.04	8.376	1.94352
23.31	7.872	1.90824
23.58	6.732	1.71534
23.85	6.842	1.72304
24.12	6.908	1.72766
24.4	5.8	1.537
24.67	5.56	1.5202
24.94	3.94	1.4068
25.21	5.472	1.40094
25.48	4.752	1.35054
25.76	4.712	1.46984
26.03	4.408	1.44856
26.3	5.008	1.49056
26.57	5.192	1.50344
26.84	5.208	1.50456
27.12	4.165	1.28905
27.66	3.787	1.26259
28.2	3.138	1.07466
28.48	2.97	1.0629
29.02	2.91	1.0587
29.56	2.466	1.02762
30.11	3.054	1.06878
30.65	2.11	0.8602
31.2	2.175	0.86475
